Municipios de 500 habitantes o más,Sexo,Nacionalidad,Nivel de estudios en curso,Periodo,Total
38004 Arafo,Total,Extranjera,Total,1-ene-22,235
38004 Arafo,Total,Extranjera,Primera etapa de Educación Secundaria y similar,1-ene-22,8
38004 Arafo,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,14
38004 Arafo,Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,9
38004 Arafo,Total,Extranjera,No cursa estudios,1-ene-22,197
38005 Arico,Total,Española,Total,1-ene-22,6292
38005 Arico,Total,Española,Primera etapa de Educación Secundaria y similar,1-ene-22,40
38005 Arico,Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,163
38005 Arico,Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,145
38005 Arico,Total,Española,Educación superior,1-ene-22,250
38005 Arico,Total,Española,No cursa estudios,1-ene-22,5686
38005 Arico,Total,Extranjera,Total,1-ene-22,1481
38005 Arico,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,9
38005 Arico,Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,9
38005 Arico,Total,Extranjera,Educación superior,1-ene-22,8
38005 Arico,Total,Extranjera,No cursa estudios,1-ene-22,1447
38006 Arona,Total,Española,Total,1-ene-22,44305
38006 Arona,Total,Española,Educación primaria e inferior,1-ene-22,49
38006 Arona,Total,Española,Primera etapa de Educación Secundaria y similar,1-ene-22,314
38006 Arona,Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,1471
38006 Arona,Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,789
38006 Arona,Total,Española,Educación superior,1-ene-22,1728
38006 Arona,Total,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-22,88
38006 Arona,Total,Española,No cursa estudios,1-ene-22,39866
38006 Arona,Total,Extranjera,Total,1-ene-22,28562
38006 Arona,Total,Extranjera,Educación primaria e inferior,1-ene-22,45
38006 Arona,Total,Extranjera,Primera etapa de Educación Secundaria y similar,1-ene-22,122
38006 Arona,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,485
38006 Arona,Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,327
38006 Arona,Total,Extranjera,Educación superior,1-ene-22,267
38006 Arona,Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-22,75
38006 Arona,Total,Extranjera,No cursa estudios,1-ene-22,27241
38007 Barlovento,Total,Española,Total,1-ene-22,1647
38007 Barlovento,Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,46
38007 Barlovento,Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,32
38007 Barlovento,Total,Española,Educación superior,1-ene-22,88
38007 Barlovento,Total,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-22,8
38007 Barlovento,Total,Española,No cursa estudios,1-ene-22,1468
38007 Barlovento,Total,Extranjera,Total,1-ene-22,117
38007 Barlovento,Total,Extranjera,No cursa estudios,1-ene-22,109
38008 Breña Alta,Total,Española,Total,1-ene-22,5919
38008 Breña Alta,Total,Española,Educación primaria e inferior,1-ene-22,8
38008 Breña Alta,Total,Española,Primera etapa de Educación Secundaria y similar,1-ene-22,25
38008 Breña Alta,Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,209
38008 Breña Alta,Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,126
38008 Breña Alta,Total,Española,Educación superior,1-ene-22,319
38008 Breña Alta,Total,Española,No cursa estudios,1-ene-22,5228
38008 Breña Alta,Total,Extranjera,Total,1-ene-22,429
38008 Breña Alta,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,7
38008 Breña Alta,Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,9
38008 Breña Alta,Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-22,5
38008 Breña Alta,Total,Extranjera,No cursa estudios,1-ene-22,405
38009 Breña Baja,Total,Española,Total,1-ene-22,4572
38009 Breña Baja,Total,Española,Educación primaria e inferior,1-ene-22,5
38009 Breña Baja,Total,Española,Primera etapa de Educación Secundaria y similar,1-ene-22,21
38009 Breña Baja,Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,128
38009 Breña Baja,Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,73
38009 Breña Baja,Total,Española,Educación superior,1-ene-22,228
38009 Breña Baja,Total,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-22,5
38009 Breña Baja,Total,Española,No cursa estudios,1-ene-22,4112
38009 Breña Baja,Total,Extranjera,Total,1-ene-22,537
38009 Breña Baja,Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,8
38009 Breña Baja,Total,Extranjera,Educación superior,1-ene-22,10
38009 Breña Baja,Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-22,6
38009 Breña Baja,Total,Extranjera,No cursa estudios,1-ene-22,504
38010 Buenavista del Norte,Total,Española,Total,1-ene-22,3998
38010 Buenavista del Norte,Total,Española,Educación primaria e inferior,1-ene-22,5
38010 Buenavista del Norte,Total,Española,Primera etapa de Educación Secundaria y similar,1-ene-22,24
38010 Buenavista del Norte,Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,68
38010 Buenavista del Norte,Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,66
38010 Buenavista del Norte,Total,Española,Educación superior,1-ene-22,135
38010 Buenavista del Norte,Total,Española,No cursa estudios,1-ene-22,3696
38010 Buenavista del Norte,Total,Extranjera,Total,1-ene-22,276
38010 Buenavista del Norte,Total,Extranjera,No cursa estudios,1-ene-22,265
38011 Candelaria,Total,Española,Total,1-ene-22,22939
38011 Candelaria,Total,Española,Educación primaria e inferior,1-ene-22,19
38011 Candelaria,Total,Española,Primera etapa de Educación Secundaria y similar,1-ene-22,136
38011 Candelaria,Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,771
38011 Candelaria,Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,530
38011 Candelaria,Total,Española,Educación superior,1-ene-22,1379
38011 Candelaria,Total,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-22,37
38011 Candelaria,Total,Española,No cursa estudios,1-ene-22,20067
38011 Candelaria,Total,Extranjera,Total,1-ene-22,1874
38011 Candelaria,Total,Extranjera,Primera etapa de Educación Secundaria y similar,1-ene-22,5
38011 Candelaria,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,41
38011 Candelaria,Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,28
38011 Candelaria,Total,Extranjera,Educación superior,1-ene-22,39
38011 Candelaria,Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-22,17
38011 Candelaria,Total,Extranjera,No cursa estudios,1-ene-22,1740
38012 Fasnia,Total,Española,Total,1-ene-22,2383
38012 Fasnia,Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,62
38012 Fasnia,Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,43
38012 Fasnia,Total,Española,Educación superior,1-ene-22,118
38012 Fasnia,Total,Española,No cursa estudios,1-ene-22,2155
38012 Fasnia,Total,Extranjera,Total,1-ene-22,199
38012 Fasnia,Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,5
38012 Fasnia,Total,Extranjera,No cursa estudios,1-ene-22,186
38013 Frontera,Total,Española,Total,1-ene-22,3220
38013 Frontera,Total,Española,Primera etapa de Educación Secundaria y similar,1-ene-22,10
38013 Frontera,Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,82
38013 Frontera,Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,76
38013 Frontera,Total,Española,Educación superior,1-ene-22,172
38013 Frontera,Total,Española,No cursa estudios,1-ene-22,2875
38013 Frontera,Total,Extranjera,Total,1-ene-22,631
38013 Frontera,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,14
38013 Frontera,Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,7
38013 Frontera,Total,Extranjera,Educación superior,1-ene-22,8
38013 Frontera,Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-22,13
38013 Frontera,Total,Extranjera,No cursa estudios,1-ene-22,587
38014 Fuencaliente de la Palma,Total,Española,Total,1-ene-22,1384
38014 Fuencaliente de la Palma,Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,37
38014 Fuencaliente de la Palma,Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,14
38014 Fuencaliente de la Palma,Total,Española,Educación superior,1-ene-22,66
38014 Fuencaliente de la Palma,Total,Española,No cursa estudios,1-ene-22,1261
38014 Fuencaliente de la Palma,Total,Extranjera,Total,1-ene-22,218
38014 Fuencaliente de la Palma,Total,Extranjera,No cursa estudios,1-ene-22,210
38015 Garachico,Total,Española,Total,1-ene-22,4147
38015 Garachico,Total,Española,Educación primaria e inferior,1-ene-22,12
38015 Garachico,Total,Española,Primera etapa de Educación Secundaria y similar,1-ene-22,19
38015 Garachico,Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,94
38015 Garachico,Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,62
38015 Garachico,Total,Española,Educación superior,1-ene-22,148
38015 Garachico,Total,Española,No cursa estudios,1-ene-22,3810
38015 Garachico,Total,Extranjera,Total,1-ene-22,295
38015 Garachico,Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,7
38015 Garachico,Total,Extranjera,No cursa estudios,1-ene-22,280
38016 Garafía,Total,Española,Total,1-ene-22,1227
38016 Garafía,Total,Española,Primera etapa de Educación Secundaria y similar,1-ene-22,9
38016 Garafía,Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,28
38016 Garafía,Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,19
38016 Garafía,Total,Española,Educación superior,1-ene-22,30
38016 Garafía,Total,Española,No cursa estudios,1-ene-22,1140
38016 Garafía,Total,Extranjera,Total,1-ene-22,468
38016 Garafía,Total,Extranjera,No cursa estudios,1-ene-22,455
38017 Granadilla de Abona,Total,Española,Total,1-ene-22,33741
38017 Granadilla de Abona,Total,Española,Educación primaria e inferior,1-ene-22,30
38017 Granadilla de Abona,Total,Española,Primera etapa de Educación Secundaria y similar,1-ene-22,267
38017 Granadilla de Abona,Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,1215
38017 Granadilla de Abona,Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,728
38017 Granadilla de Abona,Total,Española,Educación superior,1-ene-22,1453
38017 Granadilla de Abona,Total,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-22,53
38017 Granadilla de Abona,Total,Española,No cursa estudios,1-ene-22,29995
38017 Granadilla de Abona,Total,Extranjera,Total,1-ene-22,11362
38017 Granadilla de Abona,Total,Extranjera,Educación primaria e inferior,1-ene-22,16
38017 Granadilla de Abona,Total,Extranjera,Primera etapa de Educación Secundaria y similar,1-ene-22,85
38017 Granadilla de Abona,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,261
38017 Granadilla de Abona,Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,153
38017 Granadilla de Abona,Total,Extranjera,Educación superior,1-ene-22,186
38017 Granadilla de Abona,Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-22,35
38017 Granadilla de Abona,Total,Extranjera,No cursa estudios,1-ene-22,10626
"38018 Guancha, La",Total,Española,Total,1-ene-22,4619
"38018 Guancha, La",Total,Española,Primera etapa de Educación Secundaria y similar,1-ene-22,28
"38018 Guancha, La",Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,145
"38018 Guancha, La",Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,51
"38018 Guancha, La",Total,Española,Educación superior,1-ene-22,207
"38018 Guancha, La",Total,Española,No cursa estudios,1-ene-22,4181
"38018 Guancha, La",Total,Extranjera,Total,1-ene-22,253
"38018 Guancha, La",Total,Extranjera,Educación superior,1-ene-22,9
"38018 Guancha, La",Total,Extranjera,No cursa estudios,1-ene-22,238
38019 Guía de Isora,Total,Española,Total,1-ene-22,14522
38019 Guía de Isora,Total,Española,Educación primaria e inferior,1-ene-22,41
38019 Guía de Isora,Total,Española,Primera etapa de Educación Secundaria y similar,1-ene-22,97
38019 Guía de Isora,Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,416
38019 Guía de Isora,Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,233
38019 Guía de Isora,Total,Española,Educación superior,1-ene-22,646
38019 Guía de Isora,Total,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-22,20
38019 Guía de Isora,Total,Española,No cursa estudios,1-ene-22,13069
38019 Guía de Isora,Total,Extranjera,Total,1-ene-22,4433
38019 Guía de Isora,Total,Extranjera,Educación primaria e inferior,1-ene-22,31
38019 Guía de Isora,Total,Extranjera,Primera etapa de Educación Secundaria y similar,1-ene-22,17
38019 Guía de Isora,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,61
38019 Guía de Isora,Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,38
38019 Guía de Isora,Total,Extranjera,Educación superior,1-ene-22,46
38019 Guía de Isora,Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-22,14
38019 Guía de Isora,Total,Extranjera,No cursa estudios,1-ene-22,4226
38020 Güímar,Total,Española,Total,1-ene-22,17136
38020 Güímar,Total,Española,Educación primaria e inferior,1-ene-22,9
38020 Güímar,Total,Española,Primera etapa de Educación Secundaria y similar,1-ene-22,147
38020 Güímar,Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,476
38020 Güímar,Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,416
38020 Güímar,Total,Española,Educación superior,1-ene-22,856
38020 Güímar,Total,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-22,19
38020 Güímar,Total,Española,No cursa estudios,1-ene-22,15213
38020 Güímar,Total,Extranjera,Total,1-ene-22,1321
38020 Güímar,Total,Extranjera,Primera etapa de Educación Secundaria y similar,1-ene-22,10
38020 Güímar,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,20
38020 Güímar,Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,25
38020 Güímar,Total,Extranjera,Educación superior,1-ene-22,23
38020 Güímar,Total,Extranjera,No cursa estudios,1-ene-22,1237
38021 Hermigua,Total,Española,Total,1-ene-22,1618
38021 Hermigua,Total,Española,Primera etapa de Educación Secundaria y similar,1-ene-22,7
38021 Hermigua,Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,27
38021 Hermigua,Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,31
38021 Hermigua,Total,Española,Educación superior,1-ene-22,86
38021 Hermigua,Total,Española,No cursa estudios,1-ene-22,1466
38021 Hermigua,Total,Extranjera,Total,1-ene-22,147
38021 Hermigua,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,5
38021 Hermigua,Total,Extranjera,No cursa estudios,1-ene-22,141
38022 Icod de los Vinos,Total,Española,Total,1-ene-22,19303
38022 Icod de los Vinos,Total,Española,Educación primaria e inferior,1-ene-22,23
38022 Icod de los Vinos,Total,Española,Primera etapa de Educación Secundaria y similar,1-ene-22,143
38022 Icod de los Vinos,Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,544
38022 Icod de los Vinos,Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,367
38022 Icod de los Vinos,Total,Española,Educación superior,1-ene-22,874
38022 Icod de los Vinos,Total,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-22,41
38022 Icod de los Vinos,Total,Española,No cursa estudios,1-ene-22,17311
38022 Icod de los Vinos,Total,Extranjera,Total,1-ene-22,1626
38022 Icod de los Vinos,Total,Extranjera,Primera etapa de Educación Secundaria y similar,1-ene-22,13
38022 Icod de los Vinos,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,37
38022 Icod de los Vinos,Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,36
38022 Icod de los Vinos,Total,Extranjera,Educación superior,1-ene-22,21
38022 Icod de los Vinos,Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-22,12
38022 Icod de los Vinos,Total,Extranjera,No cursa estudios,1-ene-22,1506
38023 San Cristóbal de La Laguna,Total,Española,Total,1-ene-22,131458
38023 San Cristóbal de La Laguna,Total,Española,Educación primaria e inferior,1-ene-22,203
38023 San Cristóbal de La Laguna,Total,Española,Primera etapa de Educación Secundaria y similar,1-ene-22,910
38023 San Cristóbal de La Laguna,Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,4228
38023 San Cristóbal de La Laguna,Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,2706
38023 San Cristóbal de La Laguna,Total,Española,Educación superior,1-ene-22,8657
38023 San Cristóbal de La Laguna,Total,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-22,182
38023 San Cristóbal de La Laguna,Total,Española,No cursa estudios,1-ene-22,114572
38023 San Cristóbal de La Laguna,Total,Extranjera,Total,1-ene-22,8426
38023 San Cristóbal de La Laguna,Total,Extranjera,Educación primaria e inferior,1-ene-22,15
38023 San Cristóbal de La Laguna,Total,Extranjera,Primera etapa de Educación Secundaria y similar,1-ene-22,55
38023 San Cristóbal de La Laguna,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,207
38023 San Cristóbal de La Laguna,Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,130
38023 San Cristóbal de La Laguna,Total,Extranjera,Educación superior,1-ene-22,299
38023 San Cristóbal de La Laguna,Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-22,60
38023 San Cristóbal de La Laguna,Total,Extranjera,No cursa estudios,1-ene-22,7660
"38024 Llanos de Aridane, Los",Total,Española,Total,1-ene-22,15900
"38024 Llanos de Aridane, Los",Total,Española,Educación primaria e inferior,1-ene-22,20
"38024 Llanos de Aridane, Los",Total,Española,Primera etapa de Educación Secundaria y similar,1-ene-22,86
"38024 Llanos de Aridane, Los",Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,524
"38024 Llanos de Aridane, Los",Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,269
"38024 Llanos de Aridane, Los",Total,Española,Educación superior,1-ene-22,904
"38024 Llanos de Aridane, Los",Total,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-22,22
"38024 Llanos de Aridane, Los",Total,Española,No cursa estudios,1-ene-22,14075
"38024 Llanos de Aridane, Los",Total,Extranjera,Total,1-ene-22,2333
"38024 Llanos de Aridane, Los",Total,Extranjera,Educación primaria e inferior,1-ene-22,11
"38024 Llanos de Aridane, Los",Total,Extranjera,Primera etapa de Educación Secundaria y similar,1-ene-22,17
"38024 Llanos de Aridane, Los",Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,35
"38024 Llanos de Aridane, Los",Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,50
"38024 Llanos de Aridane, Los",Total,Extranjera,Educación superior,1-ene-22,30
"38024 Llanos de Aridane, Los",Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-22,12
"38024 Llanos de Aridane, Los",Total,Extranjera,No cursa estudios,1-ene-22,2178
"38025 Matanza de Acentejo, La",Total,Española,Total,1-ene-22,7411
"38025 Matanza de Acentejo, La",Total,Española,Educación primaria e inferior,1-ene-22,49
"38025 Matanza de Acentejo, La",Total,Española,Primera etapa de Educación Secundaria y similar,1-ene-22,61
"38025 Matanza de Acentejo, La",Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,239
"38025 Matanza de Acentejo, La",Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,159
"38025 Matanza de Acentejo, La",Total,Española,Educación superior,1-ene-22,361
"38025 Matanza de Acentejo, La",Total,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-22,9
"38025 Matanza de Acentejo, La",Total,Española,No cursa estudios,1-ene-22,6533
"38025 Matanza de Acentejo, La",Total,Extranjera,Total,1-ene-22,466
"38025 Matanza de Acentejo, La",Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,5
"38025 Matanza de Acentejo, La",Total,Extranjera,Educación superior,1-ene-22,8
"38025 Matanza de Acentejo, La",Total,Extranjera,No cursa estudios,1-ene-22,443
"38026 Orotava, La",Total,Española,Total,1-ene-22,35251
"38026 Orotava, La",Total,Española,Educación primaria e inferior,1-ene-22,67
"38026 Orotava, La",Total,Española,Primera etapa de Educación Secundaria y similar,1-ene-22,235
"38026 Orotava, La",Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,1201
"38026 Orotava, La",Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,665
"38026 Orotava, La",Total,Española,Educación superior,1-ene-22,1968
"38026 Orotava, La",Total,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-22,24
"38026 Orotava, La",Total,Española,No cursa estudios,1-ene-22,31091
"38026 Orotava, La",Total,Extranjera,Total,1-ene-22,1914
"38026 Orotava, La",Total,Extranjera,Primera etapa de Educación Secundaria y similar,1-ene-22,6
"38026 Orotava, La",Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,28
"38026 Orotava, La",Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,61
"38026 Orotava, La",Total,Extranjera,Educación superior,1-ene-22,65
"38026 Orotava, La",Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-22,15
"38026 Orotava, La",Total,Extranjera,No cursa estudios,1-ene-22,1738
"38027 Paso, El",Total,Española,Total,1-ene-22,5963
"38027 Paso, El",Total,Española,Educación primaria e inferior,1-ene-22,5
"38027 Paso, El",Total,Española,Primera etapa de Educación Secundaria y similar,1-ene-22,28
"38027 Paso, El",Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,182
"38027 Paso, El",Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,144
"38027 Paso, El",Total,Española,Educación superior,1-ene-22,316
"38027 Paso, El",Total,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-22,14
"38027 Paso, El",Total,Española,No cursa estudios,1-ene-22,5274
"38027 Paso, El",Total,Extranjera,Total,1-ene-22,1036
"38027 Paso, El",Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,16
"38027 Paso, El",Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,12
"38027 Paso, El",Total,Extranjera,Educación superior,1-ene-22,9
"38027 Paso, El",Total,Extranjera,No cursa estudios,1-ene-22,993
38028 Puerto de la Cruz,Total,Española,Total,1-ene-22,22609
38028 Puerto de la Cruz,Total,Española,Educación primaria e inferior,1-ene-22,30
38028 Puerto de la Cruz,Total,Española,Primera etapa de Educación Secundaria y similar,1-ene-22,127
38028 Puerto de la Cruz,Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,557
38028 Puerto de la Cruz,Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,322
38028 Puerto de la Cruz,Total,Española,Educación superior,1-ene-22,875
38028 Puerto de la Cruz,Total,Española,Cursa estudios pero no hay información sobre los mismos,1-ene-22,56
38028 Puerto de la Cruz,Total,Española,No cursa estudios,1-ene-22,20642
38028 Puerto de la Cruz,Total,Extranjera,Total,1-ene-22,5334
38028 Puerto de la Cruz,Total,Extranjera,Educación primaria e inferior,1-ene-22,7
38028 Puerto de la Cruz,Total,Extranjera,Primera etapa de Educación Secundaria y similar,1-ene-22,18
38028 Puerto de la Cruz,Total,Extranjera,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,62
38028 Puerto de la Cruz,Total,Extranjera,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,100
38028 Puerto de la Cruz,Total,Extranjera,Educación superior,1-ene-22,59
38028 Puerto de la Cruz,Total,Extranjera,Cursa estudios pero no hay información sobre los mismos,1-ene-22,14
38028 Puerto de la Cruz,Total,Extranjera,No cursa estudios,1-ene-22,5074
38029 Puntagorda,Total,Española,Total,1-ene-22,1507
38029 Puntagorda,Total,Española,Primera etapa de Educación Secundaria y similar,1-ene-22,6
38029 Puntagorda,Total,Española,"Segunda etapa de educación secundaria, con orientación general",1-ene-22,31
38029 Puntagorda,Total,Española,"Segunda etapa de Educación Secundaria, con orientación profesional (con y sin continuidad en la educación superior); Educación postsecundaria no superior",1-ene-22,30
38029 Puntagorda,Total,Española,Educación superior,1-ene-22,62
